Week,Time_exact,exact_FirstSolTime,exact_BestSolTime,Time_std,std_FirstSolTime,std_BestSolTime,std_RMP,std_MIP,std_Pool,std_Graph,Time_acc,acc_FirstSolTime,acc_BestSolTime,acc_RMP,acc_MIP,acc_Pool,acc_Graph,Time_pruning,pruning_FirstSolTime,pruning_BestSolTime,pruning_RMP,pruning_MIP,pruning_Pool,pruning_Graph
1,66.15070796012878,27.88,63.7,71.71993970870972,61.137858667373656,63.55785866737366,30.026119579793885,11.620616833912209,4.609092138707638e-05,29.998961211182177,72.8749930858612,62.22254517555237,64.65254517555236,30.3758456222713,11.681211832910776,0.08524561952799559,30.661069955211133,73.09287285804749,62.57806519508362,64.98806519508362,30.20141483680345,11.553259417181835,0.08539029373787344,31.178993871668354
2,322.5591661930084,52.09,320.11,111.96717071533203,99.111801071167,108.33180107116699,55.04218783485703,14.023973291972652,6.703846156597137e-05,42.788678001612425,172.93916392326355,152.90488213539123,171.24488213539124,97.88360212277621,21.72251558303833,3.779127084184438,49.36165007506497,172.9034707546234,152.86894506454468,171.20894506454468,98.14674593019299,21.72276254184544,3.753099037799984,49.08913078485057
3,23.46825098991394,20.82,20.82,89.50807404518127,83.95321187019348,86.47321187019348,44.035219203913584,6.143658374901861,7.71665945649147e-05,39.22826100070961,158.597177028656,146.62746137619018,146.6474613761902,90.56780772167258,13.657958416966721,9.980462630279362,44.18844924774021,158.83848118782043,146.75301999092102,146.77301999092103,92.45614711893722,13.773678583092988,9.998097162693739,42.406432416290045
4,14.911768913269043,12.26,12.26,85.30246496200562,71.81975791931153,71.81975791931153,34.1386236269027,15.711398874875158,5.8080535382032394e-05,35.36997070792131,237.2225477695465,235.19712282180785,236.00712282180785,151.76887241587974,2.7836477919481695,23.149568713037297,59.18523949291557,155.50151705741882,152.59744095802307,152.59744095802307,94.68719845451415,3.9023972919676453,6.077488788636401,50.60873815556988
5,12.225341796875,9.67,9.67,56.29782176017761,52.56764301300049,52.57764301300049,23.131872825790197,4.569087208015844,6.870809011161327e-05,28.532345205079764,98.52893495559692,96.84419196128846,96.84419196128846,50.25047758198343,2.3630875409580767,17.12618374801241,28.628215918550268,66.03039193153381,63.124457035064694,64.78445703506469,32.84373225085437,3.564547749934718,3.094631248852238,26.419288576813415
6,700.6217291355133,42.54,481.83,64.12093830108643,57.401657371521,61.64165737152099,26.6454141670838,7.248005749890581,5.9879617765545845e-05,30.15227390965447,155.19660115242004,142.6215180683136,142.6215180683136,78.03776783542708,15.253153959056363,25.488344792742282,36.19298011995852,110.14077401161194,101.24886514663696,108.11886514663696,57.60020679165609,10.409751333063468,7.012020085472614,34.96290399879217
7,767.198282957077,72.12,79.18,71.77724313735962,67.11264101982117,67.11264101982117,31.520303123164922,6.0834218331146985,6.0792313888669014e-05,34.08737458079122,103.35149264335632,97.84583883285522,99.61583883285522,48.363415332045406,6.803765166085213,22.779521299526095,25.241270705126226,105.5062620639801,100.01412299156189,100.8241229915619,57.29493141476996,7.770424084039405,4.231356084579602,36.0397188779898
8,39.84722399711609,30.81,37.08,61.84729075431824,57.60701898574829,59.72701898574829,26.619260952575132,4.778753250138834,5.795620381832123e-05,30.37170937191695,149.3320071697235,143.35497735023498,143.654977350235,73.16482024849392,8.204411917133257,32.59726604050957,35.13176816771738,100.48192477226257,98.2083496761322,98.77834967613221,54.985962245147675,3.2419057500083,7.857450844021514,34.23190816468559
9,27.912815809249878,24.61,25.37,85.40353012084961,79.36972498893738,80.23972498893738,39.69356086687185,7.28250295878388,6.583752110600471e-05,38.32738765771501,174.2659981250763,169.74394118309021,169.74394118309021,86.26974079711363,5.8893979580607265,41.580718799261376,40.26417558663525,88.89406180381775,77.21087405204773,77.22087405204773,42.784798545064405,12.901532083982602,3.528003085637465,29.536272574216127
10,102.74317407608032,42.84,100.21,104.91411685943604,98.87208690643311,104.4120869064331,53.03022658242844,7.690595374908298,7.099262438714504e-05,44.065719411941245,191.9038553237915,190.65848223686217,190.65848223686217,98.02475904789753,2.163414375158027,49.68954654922709,41.73948307870887,109.2895097732544,105.8754010295868,105.8754010295868,65.35171816730872,5.422323624836281,7.422599995043129,30.91092858603224
