col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,0,TypeA,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,13369863.825214887
1,0,TypeA,8000,000000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,10412377.793696262
2,1,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9837545.415472774
3,1,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7886406.2320916895
4,2,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9837545.415472774
5,2,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7886406.2320916895
6,3,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7693261.676217761
7,3,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6742022.492836677
8,4,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7693261.676217758
9,4,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6742022.492836674
10,0,TypeA,51600,000000000000000000000000000000011111111000000000000000011111111110000000000000000011111111110000000000000000000000000000000011111111110000000000000000011111111110000000,1,0,-1.862645149230957e-09
11,1,TypeB,41100,000000000000000000000000000000011111111000000000000000000001111111100000000000000011111111000000000000000000111111110000000000011111110000000000000000000000000000000000,1,0,-1.862645149230957e-09
12,2,TypeB,41100,000000000000000000000000000000011111111000000000000000000001111111100000000000000011111111000000000000000000111111110000000000011111110000000000000000000000000000000000,1,0,-1.862645149230957e-09
13,3,TypeC,32900,000001111100000000000000000000011111100000000000000000000001111110000000000000000000000000000000000000000000000000000000000011111100000000000000000011111100000000000000,1,0,1.862645149230957e-09
14,4,TypeC,32900,000001111100000000000000000000011111100000000000000000000001111110000000000000000000000000000000000000000000000000000000000011111100000000000000000011111100000000000000,1,0,-9.313225746154785e-10
