col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,0,TypeA,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,14879318.493150687
1,0,TypeA,8000,000000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,12377364.383561645
2,1,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,11723652.739726027
3,1,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,10927632.191780822
4,2,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,11723652.739726027
5,2,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,10927632.191780822
6,3,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,8289971.91780822
7,3,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7493851.369863015
8,4,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,8289971.91780822
9,4,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7493851.369863015
10,0,TypeA,50200,000000000000000000000000000000000000000000000000000001111111110000000000000000111111111000000000000000001111111111000000000001111111110000000000000000000000111111111000,1,0,1660617.1232876722
11,1,TypeB,40400,000000000000000000000000000000111111110000000000000001111111000000000000000000011111111000000000000000001111111000000000000011111111000000000000000000000000000000000000,1,0,3383156.1643835614
12,2,TypeB,40400,000000000000000000000000000000111111110000000000000001111111000000000000000000011111111000000000000000001111111000000000000011111111000000000000000000000000000000000000,1,0,3383156.1643835614
13,3,TypeC,32200,000000000000000000000000000000111110000000000000000001111110000000000000000000000000000000000000000000001111110000000000000111111000000000000000000000000000111110000000,1,0,0.0
14,4,TypeC,32200,000000000000000000000000000000111110000000000000000001111110000000000000000000000000000000000000000000001111110000000000000111111000000000000000000000000000111110000000,1,0,0.0
15,0,TypeA,53300,000000011111111110000000000000000000000011111111110000000000011111111000000000000000000000000000000000000000000011111111110000000000011111111100000000000000000000000000,1,0,4545216.438356167
16,1,TypeB,36100,000000000111111110000000000000000000000011111111000000000000000011111111000000000000000000000000000000000000000000000111110000000000011111000000000000000000000000000000,1,0,2776109.589041095
17,2,TypeB,36100,000000000111111110000000000000000000000011111111000000000000000011111111000000000000000000000000000000000000000000000111110000000000011111000000000000000000000000000000,1,0,2776109.589041095
18,3,TypeC,26400,000000000000011110000000000000000000000000000111110000000000000000011111000000000000000000000000000000000000000000000111110000000000011111000000000000000000000000000000,1,0,2132749.3150684927
19,4,TypeC,26400,000000000000011110000000000000000000000000000111110000000000000000011111000000000000000000000000000000000000000000000111110000000000011111000000000000000000000000000000,1,0,2132749.3150684927
20,0,TypeA,49600,011111111110000000000000000000000000000000000000000000000001111111100000000000000000000000111111110000000000011111111000000000000000000000000000000000000000000111111111,1,0,2140652.054794522
21,1,TypeB,31800,011111110000000000000000000000000000000000000000000000000001111110000000000000000000000000011111110000000000011110000000000000000000000000000000000000000000000000111111,1,0,1767206.8493150678
22,2,TypeB,31800,011111110000000000000000000000000000000000000000000000000001111110000000000000000000000000011111110000000000011110000000000000000000000000000000000000000000000000111111,1,0,1767206.8493150678
23,3,TypeC,23800,011100000000000000000000000000000000000000000000000000000001111110000000000000000000000000011100000000000000000000000000000000000000000000000111100000000000000000111111,1,0,3396550.6849315073
24,4,TypeC,23800,011100000000000000000000000000000000000000000000000000000001111110000000000000000000000000011100000000000000000000000000000000000000000000000111100000000000000000111111,1,0,3396550.6849315073
25,0,TypeA,41500,000000011111111000000000000000000111111110000000000000000000000000000000000000111111110000000000000000000000000000000000000000000011111111000000000000000001111111100000,1,0,1669376.7123287693
26,1,TypeB,29400,000000011111110000000000000000000111111110000000000000000000000000000000000000111100000000000000000000000000000000000000000000000011110000000000000000000000001111000000,1,0,5106849.315068494
27,2,TypeB,29400,000000011111110000000000000000000111111110000000000000000000000000000000000000111100000000000000000000000000000000000000000000000011110000000000000000000000001111000000,1,0,5106849.315068494
28,3,TypeC,23800,000000000011110000000000000000000111110000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000011110000000000000000000000001110000000,1,0,2669065.7534246584
29,4,TypeC,23800,000000000011110000000000000000000111110000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000011110000000000000000000000001110000000,1,0,2669065.7534246584
30,0,TypeA,46000,000000000000011111111000000000000001111111100000000000111111110000000000000000000000000000000000000000000000000000000000001111111100000000000111111110000000000000000000,1,0,2736895.8904109616
31,1,TypeB,31400,000000000000000000001111111100000000011111000000000000111111110000000000000000000000000000000000000000000000000000000000000111100000000000000111100000000000000000000000,1,0,2351945.2054794524
32,2,TypeB,31400,000000000000000000001111111100000000011111000000000000111111110000000000000000000000000000000000000000000000000000000000000111100000000000000111100000000000000000000000,1,0,2351945.2054794524
33,3,TypeC,23300,000000000011110000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000011100000000000111100000000000000111100000000000000000000000,1,0,1816777.3972602747
34,4,TypeC,23300,000000000011110000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000011100000000000111100000000000000111100000000000000000000000,1,0,1816777.3972602747
35,0,TypeA,41300,000000000111111110000000000000000111111110000000000000000001111111100000000000000000000000000000000000001111111110000000000000000001111111100000000000000000000000000000,1,0,1886764.3835616466
36,1,TypeB,25200,000000000111110000000000000000000111110000000000000000000000011110000000000000000000000000000000000000001111110000000000000000000001111000000000000000000000000000000000,1,0,6336793.835616438
