col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,0,TypeA,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,11897605.572755419
1,0,TypeA,8000,000000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9694295.356037155
2,1,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9515949.845201239
3,1,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,8500641.795665637
4,2,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9515949.845201239
5,2,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,8500641.795665637
6,3,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7345907.120743034
7,3,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6349807.120743034
8,4,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,7345907.120743034
9,4,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6349807.120743034
10,0,TypeA,50800,000000000000000000000000000000001111111111000000000000000000111111111000000000000111111111100000000000000111111111100000000000000000111111111100000000000000000000000000,1,0,3265415.4798761588
11,1,TypeB,42400,000000000000000000000000000000000011111111000000000000000000011111111000000000000001111111100000000000011111111000000000000000000000000000000000011111111000000000000000,1,0,869770.5882352926
12,2,TypeB,42400,000000000000000000000000000000000011111111000000000000000000011111111000000000000001111111100000000000011111111000000000000000000000000000000000011111111000000000000000,1,0,869770.5882352926
13,3,TypeC,34800,000011111100000000000000000000011111100000000000000000000000000111111000000000000000000000000000000000011111100000000000000000000000111111000000000000000000000000000000,1,0,554679.5665634647
14,4,TypeC,34800,000011111100000000000000000000011111100000000000000000000000000111111000000000000000000000000000000000011111100000000000000000000000111111000000000000000000000000000000,1,0,554679.5665634647
15,0,TypeA,53100,000000000011111111000000000000000000000000000000011111111110000000000001111111100000000000000000000000000000000000000000111111111000000000000000000000000001111111111000,1,0,681179.2569659483
16,1,TypeB,41200,000000000011111111000000000000000000000000000000000011111110000000000001111111100000000000000000000000000000000000000000000111111000000000000000000000000000011111111000,1,0,1823505.8823529445
17,2,TypeB,41200,000000000011111111000000000000000000000000000000000011111110000000000001111111100000000000000000000000000000000000000000000111111000000000000000000000000000011111111000,1,0,1823505.8823529445
18,3,TypeC,32300,000000000011111100000000000000000000000000000000000011111100000000000000001111100000000000000000000000000000000000000000000111111000000000000000000000000000011111100000,1,0,2659311.7647058843
19,4,TypeC,32300,000000000011111100000000000000000000000000000000000011111100000000000000001111100000000000000000000000000000000000000000000111111000000000000000000000000000011111100000,1,0,2659311.7647058843
20,0,TypeA,46100,000000111111110000000000000000000000011111111000000000000000000000000000000000000000000000000111111111000000000000000000000000000000011111111000000000001111111100000000,1,0,4972500.0
21,1,TypeB,33500,000000111111110000000000000000000000011111111000000000011111100000000000000000000000000000000000011111000000000000000000000000000000000000001111100000000000000000000000,1,0,2912954.179566566
22,2,TypeB,33500,000000111111110000000000000000000000011111111000000000011111100000000000000000000000000000000000011111000000000000000000000000000000000000001111100000000000000000000000,1,0,2912954.179566566
23,3,TypeC,28000,000000111111000000000000000000000000011100000000000000011111100000000000000000000000000000000000011111000000000000000000000000000000000000001111100000000000000000000000,1,0,1756719.5046439646
24,4,TypeC,28000,000000111111000000000000000000000000011100000000000000011111100000000000000000000000000000000000011111000000000000000000000000000000000000001111100000000000000000000000,1,0,1756719.5046439646
25,0,TypeA,46800,111111110000000000000000000000000000011111111000000000000000000000000000000000111111110000000000000000000001111111100000000000000000000000000000000000111111111100000000,1,0,2624714.551083591
26,1,TypeB,35800,111111100000000000000000000000000000000000011111110000000000000000000000000000111111110000000000000000000000011111100000000000000000000000000000000000111111000000000000,1,0,0.0
27,2,TypeB,35800,111111100000000000000000000000000000000000011111110000000000000000000000000000111111110000000000000000000000011111100000000000000000000000000000000000111111000000000000,1,0,0.0
28,3,TypeC,29600,111111000000000000000000000000000000000000011100000000000000000000000000000000000111110000000000000000000000011111100000000000000000000000000000000000111111000000000000,1,0,1202083.2817337457
29,4,TypeC,29600,111111000000000000000000000000000000000000011100000000000000000000000000000000000111110000000000000000000000011111100000000000000000000000000000000000111111000000000000,1,0,1202083.2817337457
30,0,TypeA,45100,000000000000011111111100000000000111111110000000000000000000000000000000000000000000000000000000000000000001111111100000000000011111111000000000000000000001111111111000,1,0,3778260.061919505
31,1,TypeB,36800,000000000000000001111100000000011111110000000000000000000000000000000000000000000000000000000000000000000000011110000000000000011111111000000000000000001111111100000000,1,0,3950473.065015478
32,2,TypeB,36800,000000000000000001111100000000011111110000000000000000000000000000000000000000000000000000000000000000000000011110000000000000011111111000000000000000001111111100000000,1,0,3950473.065015478
33,3,TypeC,27300,000000000000011111000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000011110000000000000111111000,1,0,2032748.6068111472
34,4,TypeC,27300,000000000000011111000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000011110000000000000111111000,1,0,2032748.6068111472
35,0,TypeA,48400,000000111111110000000000000001111111110000000000011111111100000000000000000000111111110000000000000000000111111111000000000000000000000000000000000000000000000000000000,1,0,1229058.823529411
36,1,TypeB,36500,000000111111110000000000000000000000000000000000000011111100000000000000000000111111110000000000000000000011111111000000000000000000000000000000011111000000000000000000,1,0,1357615.1702786377
37,2,TypeB,36500,000000111111110000000000000000000000000000000000000011111100000000000000000000111111110000000000000000000011111111000000000000000000000000000000011111000000000000000000,1,0,1357615.1702786377
38,3,TypeC,30000,000000111111000000000000000001111100000000000000000011111100000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000,1,0,1816735.6037151702
39,4,TypeC,30000,000000111111000000000000000001111100000000000000000011111100000000000000000000000111110000000000000000000000000000000000000000000000000000000000011111000000000000000000,1,0,1816735.6037151702
40,0,TypeA,53800,000000000000000000000000000001111111110000000000000000000000000000000001111111100000000000000000011111111110000000000000111111110000000000000011111111000000000000000000,1,0,2175704.953560371
41,1,TypeB,42200,000000000000000000000000000000000000011111111000000000000000000000000001111111100000000000000000000111111110000000000000111111110000000000000011111100000000000000000000,1,0,1466028.4829721367
42,2,TypeB,42200,000000000000000000000000000000000000011111111000000000000000000000000001111111100000000000000000000111111110000000000000111111110000000000000011111100000000000000000000,1,0,1466028.4829721367
43,3,TypeC,27800,000000000000000000000000000001111100000000000000000000000000000000000001111100000000000000000000000000000111110000000000000111110000000000000011111100000000000000000000,1,0,2300323.5294117667
44,4,TypeC,27800,000000000000000000000000000001111100000000000000000000000000000000000001111100000000000000000000000000000111110000000000000111110000000000000011111100000000000000000000,1,0,2300323.5294117667
45,0,TypeA,51100,000001111111110000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000111111111100000000000111111111000000000000000000001111111111000,1,0,2891089.4736842103
46,1,TypeB,41100,000000111111110000000000000000000000011111111000000000000000000000000001111111100000000000000000000000000001111111100000000000000000000000000000000001111111000000000000,1,0,1521052.6315789465
