col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,0,TypeA,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,13565158.823529411
1,0,TypeA,8000,000000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,11867905.88235294
2,1,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9725832.352941176
3,1,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,8785161.764705881
4,2,TypeB,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,9725832.352941178
5,2,TypeB,4000,000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,8785161.764705883
6,3,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6971900.0
7,3,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6241482.352941176
8,4,TypeC,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6971900.0
9,4,TypeC,3900,000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,0,6241482.352941176
10,0,TypeA,53200,000000000000000000000000000000011111111110000000000000111111111000000000000001111111111000000000000000011111111110000000000000000000000000000000000000111111111100000000,1,0,1074129.4117647037
11,1,TypeB,40000,001111111100000000000000000000011111111000000000000000011111111000000000000000011111111000000000000000000111111110000000000000000000000000000000000000000000000000000000,1,0,319661.7647058815
12,2,TypeB,40000,001111111100000000000000000000011111111000000000000000011111111000000000000000011111111000000000000000000111111110000000000000000000000000000000000000000000000000000000,1,0,319661.76470588334
13,3,TypeC,30600,000011111100000000000000000000000011111000000000000000111110000000000000000001111110000000000000000000111110000000000000000000000000000000000000000000000000000000000000,1,0,2364726.4705882343
14,4,TypeC,30600,000011111100000000000000000000000011111000000000000000111110000000000000000001111110000000000000000000111110000000000000000000000000000000000000000000000000000000000000,1,0,2364726.4705882343
