==========================================================
 ANALYSIS REPORT: Week 17
==========================================================

0. Solver Configuration
-----------------------
  max_iter             : 1000
  time_limit           : 3600.0
  tol                  : 1e-08
  patience             : 100
  mip_rc_threshold     : 10000000000.0
  mip_gap              : 0.0001

1. Performance Metrics
----------------------
  Objective Value : 3,188,600.00
  RMP Relaxed Value (Root): 290,750.00
  Integrality Gap       : 996.6810 %
  MIP Best Bound (Final)  : 3,188,600.00
  Final MIP Gap           : 0.0000 %
  Execution Time  : 505.3860 sec
  Iterations      : 415
  RMP Time  : 211.0662 s
  MIP Time  : 40.6456 s
  Pool Search Time: 222.3066 s
  Graph Search Time: 30.9510 s
  MIP Decision Variables: 1651 (Columns used in Final MIP)
  MIP Filtered Columns  : 0 (Removed before MIP)

2. Column Generation & Pool Statistics
--------------------------------------
  Total Columns Generated (History) : 37185
  Pool Hits (Reused from History)   : 1059
  Graph Gen (Newly Created)         : 582
  Pool Hit Rate                     : 64.5%

3. Shift Pattern Diversity (Unique Patterns)
------------------------------------------
  Type: TypeA  | Unique Patterns: 6309 / Total Gen: 6309
       -> Avg Length of Unique Patterns: 47.4 hours
  Type: TypeB  | Unique Patterns: 11727 / Total Gen: 14842
       -> Avg Length of Unique Patterns: 36.7 hours
  Type: TypeC  | Unique Patterns: 12716 / Total Gen: 16029
       -> Avg Length of Unique Patterns: 25.3 hours

4. Final Schedule Assignment Breakdown
--------------------------------------
  Emp 0  (TypeA): 47 hours worked
  Emp 1  (TypeB): 39 hours worked
  Emp 2  (TypeB): 38 hours worked
  Emp 3  (TypeC): 25 hours worked
  Emp 4  (TypeC): 27 hours worked

5. Iteration History (Convergence Log)
--------------------------------------
Iter  | RMP Obj Value   | Pool Hits  | Graph Gen 
--------------------------------------------------
1     | 114,012,000.00  | 5          | 0         
2     | 79,058,900.00   | 5          | 0         
3     | 55,101,200.00   | 5          | 0         
4     | 37,146,500.00   | 5          | 0         
5     | 21,699,000.00   | 5          | 0         
6     | 19,687,350.00   | 5          | 0         
7     | 14,701,800.00   | 5          | 0         
8     | 14,202,266.63   | 5          | 0         
9     | 14,059,885.75   | 5          | 0         
10    | 12,275,840.72   | 5          | 0         
11    | 11,600,200.00   | 5          | 0         
12    | 10,853,325.68   | 5          | 0         
13    | 10,635,119.36   | 5          | 0         
14    | 10,054,986.94   | 5          | 0         
15    | 9,949,657.67    | 5          | 0         
16    | 9,762,068.63    | 5          | 0         
17    | 9,352,674.63    | 5          | 0         
18    | 8,408,033.32    | 5          | 0         
19    | 8,048,847.05    | 5          | 0         
20    | 7,849,010.00    | 5          | 0         
21    | 7,620,092.93    | 5          | 0         
22    | 7,347,336.91    | 5          | 0         
23    | 7,141,065.54    | 5          | 0         
24    | 6,801,659.11    | 5          | 0         
25    | 6,504,802.06    | 5          | 0         
26    | 6,241,862.08    | 5          | 0         
27    | 5,975,501.62    | 5          | 0         
28    | 5,770,398.22    | 5          | 0         
29    | 5,671,332.47    | 5          | 0         
30    | 5,543,527.72    | 5          | 0         
31    | 5,406,023.00    | 5          | 0         
32    | 5,293,376.48    | 5          | 0         
33    | 5,285,110.92    | 5          | 0         
34    | 5,251,952.94    | 5          | 0         
35    | 5,140,158.85    | 5          | 0         
36    | 4,896,469.08    | 5          | 0         
37    | 4,829,635.61    | 5          | 0         
38    | 4,648,056.73    | 5          | 0         
39    | 4,572,502.69    | 5          | 0         
40    | 4,325,074.29    | 5          | 0         
41    | 4,305,919.65    | 5          | 0         
