col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,1,TypeB,38100,000000000000000000000000000000000000011111110000000000000000011111110000000000111111110000000000000000011111110000000000000000011111110000000000000000000000000000000000,0,0,1148642.1276595723
1,2,TypeB,38100,000000000000000000000000000000000000011111110000000000000000011111110000000000111111110000000000000000011111110000000000000000011111110000000000000000000000000000000000,0,0,1148642.1276595723
2,3,TypeC,33100,111110000000000000000000000000000001111110000000000000000000000000000000000000000000011111100000000000000111110000000000000000000000000000000000000000000000000111111000,1,0,673862.5531914914
3,4,TypeC,33100,111110000000000000000000000000000001111110000000000000000000000000000000000000000000011111100000000000000111110000000000000000000000000000000000000000000000000111111000,1,0,673862.5531914914
4,0,TypeA,53300,000000001111111111000000000001111111110000000000000000011111111100000000000000000000000000000000000001111111110000000000000000000000000000000111111111100000000000000000,0,0,4660778.9361702185
5,1,TypeB,41500,000000000000000000000000000000000000011111110000000000000000000000000000111111100000000000000000000000000011111111000000000000011111110000000000000000001111111100000000,0,0,0.0
6,2,TypeB,41500,000000000000000000000000000000000000011111110000000000000000000000000000111111100000000000000000000000000011111111000000000000011111110000000000000000001111111100000000,0,0,0.0
7,3,TypeC,32100,000000000000000001111100000000000001111110000000000000000000000000000000000000000000011111000000000000000111110000000000000000000000000000000000000000000000000111111000,1,0,795117.4468085198
8,4,TypeC,32100,000000000000000001111100000000000001111110000000000000000000000000000000000000000000011111000000000000000111110000000000000000000000000000000000000000000000000111111000,1,0,795117.4468085198
9,0,TypeA,53900,000000001111111111000000000001111111110000000000000000011111111100000000000000000000000000000000000000000000000000000000111111111000000000000000001111111111000000000000,0,0,3268167.0212766007
10,1,TypeB,42500,000000000000000000000000000000000000011111110000000000000000000000000001111111100000000000000000000000000011111111000000000000011111110000000000000000001111111100000000,0,0,1000.0
11,2,TypeB,42500,000000000000000000000000000000000000011111110000000000000000000000000001111111100000000000000000000000000011111111000000000000011111110000000000000000001111111100000000,0,0,1000.0
12,3,TypeC,33100,000000000000000001111100000000000001111110000000000000000000000000000000000000000000011111100000000000000111110000000000000000000000000000000000000000000000000111111000,1,0,796117.4468085198
13,4,TypeC,33100,000000000000000001111100000000000001111110000000000000000000000000000000000000000000011111100000000000000111110000000000000000000000000000000000000000000000000111111000,1,0,796117.4468085198
14,0,TypeA,54000,000000000000011111111100000000000000000000000000000000011111111110000000000001111111111000000000000001111111110000000000000000000000000000000000001111111111000000000000,0,0,3373105.1063829884
15,1,TypeB,43500,000000111111110000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000011111111000000000000011111110000000000000000001111111100000000,1,0,213866.1702127643
16,2,TypeB,43500,000000111111110000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000011111111000000000000011111110000000000000000001111111100000000,1,0,213866.1702127643
17,3,TypeC,30600,000000001111110000000000000000000000000000000000000001111100000000000000000000000001111000000000000000000000000000000000000000000000000000001111110000000000000111111000,0,0,915595.5319148907
18,4,TypeC,30600,000000001111110000000000000000000000000000000000000001111100000000000000000000000001111000000000000000000000000000000000000000000000000000001111110000000000000111111000,0,0,915595.5319148907
19,0,TypeA,51500,000000000000000000000000000000011111111110000000000000011111111100000000000001111111111000000000000001111111110000000000000000111111111000000000000000000000000000000000,1,0,1681822.5531914923
20,1,TypeB,44800,000000111111110000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000011111111000000000000000000011111111000000000001111111100000000,1,0,754593.4042553194
21,2,TypeB,44800,000000111111110000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000011111111000000000000000000011111111000000000001111111100000000,1,0,754593.4042553194
22,3,TypeC,28200,000000001111110000000000000000000000000000000000000000000000000000000000000000000001111000000000011111000000000000000000000000000000011100000000000000000000000111111000,0,0,958009.5744680846
23,4,TypeC,28200,000000001111110000000000000000000000000000000000000000000000000000000000000000000001111000000000011111000000000000000000000000000000011100000000000000000000000111111000,0,0,958009.5744680846
24,0,TypeA,51200,000000000000000000000000000000011111111110000000000000011111111100000000000001111111111000000000000001111111110000000000000000000000000000000000000000011111111100000000,1,0,1041424.0425531939
25,1,TypeB,43800,000000111111110000000000000000000000000000000000000000000000000000000000111111100000000000111111110000000000000000000000111111110000000000000000000000001111111100000000,0,0,0.0
26,2,TypeB,43800,000000111111110000000000000000000000000000000000000000000000000000000000111111100000000000111111110000000000000000000000111111110000000000000000000000001111111100000000,0,0,0.0
27,3,TypeC,29000,000000000000000000000000000000000000011111000000000000000000000000000000000000000001111000000000011111000000000000000000000000000000000000000011111100000000000111111000,0,0,1130201.702127655
28,4,TypeC,29000,000000000000000000000000000000000000011111000000000000000000000000000000000000000001111000000000011111000000000000000000000000000000000000000011111100000000000111111000,0,0,1130201.702127655
29,0,TypeA,53700,000000000000000000000000000000011111111110000000000000011111111100000000000001111111111000000000000001111111110000000000000000000000000000000000001111111111000000000000,0,0,2069224.4680851102
30,1,TypeB,44800,000000111111110000000000000000000000011111111000000000000000000000000001111111100000000000000000000000000000000000000000111111110000000000000000000000001111111100000000,0,0,272647.02127659414
31,2,TypeB,44800,000000111111110000000000000000000000011111111000000000000000000000000001111111100000000000000000000000000000000000000000111111110000000000000000000000001111111100000000,0,0,272647.02127659414
32,3,TypeC,30300,000000001111110000000000000000000000000000000000000000000000000000000000000000000001111000000000011111000000000000000000000000000000000000000011111100000000000111111000,0,0,1343367.8723404212
33,4,TypeC,30300,000000001111110000000000000000000000000000000000000000000000000000000000000000000001111000000000011111000000000000000000000000000000000000000011111100000000000111111000,0,0,1343367.8723404212
34,0,TypeA,50200,000000001111111111000000000001111111110000000000000000011111111100000000000000111111111000000000000001111111110000000000000000000000000000000000000000000000000000000000,0,0,2760030.2127659656
35,1,TypeB,40400,000000011111111000000000000000000000011111110000000000000000000000000001111111100000000000000000000000011111110000000000000000000000000000000000000000001111111100000000,0,0,660495.7446808517
36,2,TypeB,40400,000000011111111000000000000000000000011111110000000000000000000000000001111111100000000000000000000000011111110000000000000000000000000000000000000000001111111100000000,0,0,660495.7446808517
37,3,TypeC,29800,000000000000000000000000000000000000000000000000000000000000000000000000001111100000000001111100000000000000011111100000000000000000000000001111110000000000000111111000,0,0,500503.1914893603
38,4,TypeC,29800,000000000000000000000000000000000000000000000000000000000000000000000000001111100000000001111100000000000000011111100000000000000000000000001111110000000000000111111000,0,0,500503.1914893603
39,0,TypeA,53700,000011111111110000000000000000011111111110000000000000011111111100000000000000000000011111111100000000000000000000000000000000000000000000000000001111111111000000000000,1,0,960463.1914893612
40,1,TypeB,41400,000000011111111000000000000000000000000000000000000000000000011111111000000000000001111111100000000000011111110000000000000000000000000000001111111100000000000000000000,0,0,2890581.9148936123
41,2,TypeB,41400,000000011111111000000000000000000000000000000000000000000000011111111000000000000001111111100000000000011111110000000000000000000000000000001111111100000000000000000000,0,0,2890581.9148936123
42,3,TypeC,29000,000000000000000000000000000000000001111110000000000000000000000000001111100000000001111000000000011111000000000000000000000000000000000000000000111111000000000000000000,0,0,1353801.0638297787
43,4,TypeC,29000,000000000000000000000000000000000001111110000000000000000000000000001111100000000001111000000000011111000000000000000000000000000000000000000000111111000000000000000000,0,0,1353801.0638297787
44,0,TypeA,53300,000011111111110000000000000001111111110000000000000000011111111100000000000000111111111000000000000000000000000000000000000000000000000000000000001111111111000000000000,1,0,2303344.2553191483
45,1,TypeB,39000,000000111111110000000000000000000111111110000000000000000000011111111000000000111111110000000000000000011111110000000000000000000000000000000000000000000000000000000000,1,0,932875.9574468071
46,2,TypeB,39000,000000111111110000000000000000000111111110000000000000000000011111111000000000111111110000000000000000011111110000000000000000000000000000000000000000000000000000000000,1,0,932875.9574468071
47,3,TypeC,30100,000000000000000000000000000000000001111110000000000000011100000000000000000000000001111000000000000000000000011111100000000000000000000000000000000000000000000111111000,0,0,1639848.5106382966
48,4,TypeC,30100,000000000000000000000000000000000001111110000000000000011100000000000000000000000001111000000000000000000000011111100000000000000000000000000000000000000000000111111000,0,0,1639848.5106382966
49,0,TypeA,52800,000000111111111100000000000001111111110000000000000000011111111110000000000000000000000000000000000001111111110000000000000000000000000000000000000000111111111100000000,1,0,3771580.6382978763
50,1,TypeB,40400,000000000000000000000000000000000000011111110000000000000111111110000000000000000001111111100000000000011111110000000000000000011111111000000000000000000000000000000000,1,0,1315551.063829787
51,2,TypeB,40400,000000000000000000000000000000000000011111110000000000000111111110000000000000000001111111100000000000011111110000000000000000011111111000000000000000000000000000000000,1,0,1315551.063829787
52,3,TypeC,30300,000000000000000000000000000000000001111110000000000011111100000000000000000000000001111000000000011111000000000000000000000000000000000000000000000111111000000000000000,1,0,707429.3617021246
53,4,TypeC,30300,000000000000000000000000000000000001111110000000000011111100000000000000000000000001111000000000011111000000000000000000000000000000000000000000000111111000000000000000,1,0,707429.3617021246
54,0,TypeA,53200,000001111111110000000000000001111111110000000000000000000000000111111111000000000000000000000000000001111111110000000000000000000000000000000000001111111111000000000000,1,0,3931922.7659574477
55,1,TypeB,40100,000000000000000000000000000000000000011111111000000000000000011111111000000000111111110000000000000000011111110000000000000000000000000000001111111000000000000000000000,0,0,1831421.0638297834
56,2,TypeB,40100,000000000000000000000000000000000000011111111000000000000000011111111000000000111111110000000000000000011111110000000000000000000000000000001111111000000000000000000000,0,0,1831421.0638297834
57,3,TypeC,30300,000000000000000000000000000000000000000000000000000000000000111111000000000000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1859854.68085106
58,4,TypeC,30300,000000000000000000000000000000000000000000000000000000000000111111000000000000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1859854.68085106
59,0,TypeA,52300,000001111111110000000000000001111111110000000000000000011111111100000000000000000000000000000000000001111111110000000000000000000000000000000000001111111111000000000000,1,0,4493843.617021281
60,1,TypeB,41400,000000000000000000000000000000000000011111111000000000000000011111111000000000000001111111100000000000011111110000000000000000000000000000001111111100000000000000000000,0,0,2678715.744680846
61,2,TypeB,41400,000000000000000000000000000000000000011111111000000000000000011111111000000000000001111111100000000000011111110000000000000000000000000000001111111100000000000000000000,0,0,2678715.744680846
62,3,TypeC,28800,000000000000000000000000000000000000000000000000000000000000000000011111100000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1428982.3404255295
63,4,TypeC,28800,000000000000000000000000000000000000000000000000000000000000000000011111100000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1428982.3404255295
64,0,TypeA,55800,000000111111111100000000000001111111110000000000011111111110000000000000000000000000000000000000000001111111110000000000000000000000000000000000001111111111000000000000,1,0,4318907.872340426
65,1,TypeB,40100,111111110000000000000000000000000000000000000000000000000000011111111000000000000001111111100000000000011111110000000000000000011111110000000000000000000000000000000000,1,0,2301357.4468085077
66,2,TypeB,40100,111111110000000000000000000000000000000000000000000000000000011111111000000000000001111111100000000000011111110000000000000000011111110000000000000000000000000000000000,1,0,2301357.4468085077
67,3,TypeC,29400,000000000000000000000000000000000000000000000000000001111110000000000000000000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1430882.3404255295
68,4,TypeC,29400,000000000000000000000000000000000000000000000000000001111110000000000000000000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1430882.3404255295
69,0,TypeA,52400,000000001111111111000000000001111111110000000000000000011111111100000000000000000000000000000000000001111111110000000000000000000000000000000000001111111111000000000000,1,0,4200642.978723412
70,1,TypeB,39400,000000000000000000000000000000000000011111110000000000000000011111110000000000111111110000000000000000011111110000000000000000011111111000000000000000000000000000000000,0,0,1147642.1276595723
71,2,TypeB,39400,000000000000000000000000000000000000011111110000000000000000011111110000000000111111110000000000000000011111110000000000000000011111111000000000000000000000000000000000,0,0,1147642.1276595723
72,3,TypeC,29100,000000000000000000000000000000000000000000000000000011111100000000000000000000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1430582.3404255295
73,4,TypeC,29100,000000000000000000000000000000000000000000000000000011111100000000000000000000000001111000000000011111000000000000000000000000000000000000001111110000000000000111111000,0,0,1430582.3404255295
74,0,TypeA,52100,000000000000011111111100000000000000000000000000011111111100000000000000000000000000011111111100000000000111111111100000000000000000000000000000000000111111111100000000,0,0,1406485.5319148973
75,1,TypeB,43800,000000001111111100000000000000011111110000000000000000000000000000000000000000000001111111100000000000000000000000000000111111110000000000000000000000001111111100000000,0,0,2113408.0851063756
76,2,TypeB,43800,000000001111111100000000000000011111110000000000000000000000000000000000000000000001111111100000000000000000000000000000111111110000000000000000000000001111111100000000,0,0,2113408.0851063756
77,3,TypeC,33200,000000000000000000000000000000000001111110000000000000000000011111100000000000000000000000000111110000000000011111100000000000000000000000000000111111000000000000000000,0,0,1456562.340425524
78,4,TypeC,33200,000000000000000000000000000000000001111110000000000000000000011111100000000000000000000000000111110000000000011111100000000000000000000000000000111111000000000000000000,0,0,1456562.340425524
79,0,TypeA,53300,000000000000000000000000000001111111110000000000011111111100000000000000000000111111111000000000000000011111111110000000000000000000011111111110000000000000000000000000,0,0,2709759.3617021255
80,1,TypeB,40400,111111100000000000000000000000000111111110000000000000000000000000000000000000111111110000000000000000000011111110000000000000011111111000000000000000000000000000000000,1,0,518026.8085106332
81,2,TypeB,40400,111111100000000000000000000000000111111110000000000000000000000000000000000000111111110000000000000000000011111110000000000000011111111000000000000000000000000000000000,1,0,518026.8085106332
82,3,TypeC,29900,000000000000000000000000000000000001111100000000000000000000011111100000000000000001111000000000000000000000000000000000111110000000000000000000111111000000000000000000,0,0,2596607.6595744593
83,4,TypeC,29900,000000000000000000000000000000000001111100000000000000000000011111100000000000000001111000000000000000000000000000000000111110000000000000000000111111000000000000000000,0,0,2596607.6595744593
84,0,TypeA,50600,000000000000011111111100000000000000000000000000000000011111111100000000000000000000011111111100000000000111111111100000000000000000011111111110000000000000000000000000,0,0,3228879.787234051
85,1,TypeB,41400,111111100000000000000000000000000111111110000000000000000000000000000000000000111111110000000000000000000011111111000000000000011111111000000000000000000000000000000000,1,0,519026.8085106332
86,2,TypeB,41400,111111100000000000000000000000000111111110000000000000000000000000000000000000111111110000000000000000000011111111000000000000011111111000000000000000000000000000000000,1,0,519026.8085106332
87,3,TypeC,30700,000000000000000000000000000000000001111100000000000000000000000000000000000000000001111000000000000000000000011111100000000000000000011110000000000000000000000111111000,0,0,2066220.8510638261
88,4,TypeC,30700,000000000000000000000000000000000001111100000000000000000000000000000000000000000001111000000000000000000000011111100000000000000000011110000000000000000000000111111000,0,0,2066220.8510638261
89,0,TypeA,52000,000000011111111100000000000001111111110000000000000000011111111100000000000000000000000000000000011111111100000000000000000000000000011111111110000000000000000000000000,0,0,4594838.085106384
90,1,TypeB,39400,000000011111110000000000000000000000000000000000000000000111111100000000000000111111110000000000000111111100000000000000111111110000000000000000000000000000000000000000,0,0,1786133.8297872338
