col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,3,TypeC,22000,000000000000000000000000000000000000011100000000000000111111000000000000000000111000000000000000000000000000000000000000000000000011110000000000111000000000000000000000,0,0,4383549.2462311555
1,4,TypeC,22000,000000000000000000000000000000000000011100000000000000111111000000000000000000111000000000000000000000000000000000000000000000000011110000000000111000000000000000000000,0,0,4383549.2462311555
2,0,TypeA,55200,000000000000000000000000000000000000000000000000011111111110000000000001111111111000000000000000000000001111111110000000000000111111111100000000000000000000111111111000,0,0,1263837.0031978115
3,1,TypeB,44000,000000000000000000000000000000000000000000000000000000000000011111111000000000001111111000000000000000000000000000000111111100000000000001111111100000000000011111111000,0,0,1641553.3576975837
4,2,TypeB,44000,000000000000000000000000000000000000000000000000000000000000011111111000000000001111111000000000000000000000000000000111111100000000000001111111100000000000011111111000,0,0,1641553.3576975819
5,3,TypeC,25900,000000000000000000000000000000000000011100000000000000000000000011111000000000001111110000000000000000000000000000000000000000000000000000000111100000000000111100000000,0,0,3591758.5883965315
6,4,TypeC,25900,000000000000000000000000000000000000011100000000000000000000000011111000000000001111110000000000000000000000000000000000000000000000000000000111100000000000111100000000,0,0,3591758.5883965315
7,0,TypeA,49500,000000000000000000000000000000000000011111111100000000000111111110000000000000111111111000000000000000000000000000000000000001111111110000000000000000000000001111111111,0,0,1623206.6240292415
8,1,TypeB,38600,000000000000011111111000000000000000000000000000000000000000011111111000000000001111111000000000000000000000000000000000000111111110000000000111100000000000000000000000,0,0,3552247.898583833
9,2,TypeB,38600,000000000000011111111000000000000000000000000000000000000000011111111000000000001111111000000000000000000000000000000000000111111110000000000111100000000000000000000000,0,0,3552247.8985838313
10,3,TypeC,21100,000000000000000000000000000000000000011100000000000000000000000000000000000000111000000000000000000000000000000000000000000111110000000000000111100000000000111100000000,0,0,3744106.852444038
11,4,TypeC,21100,000000000000000000000000000000000000011100000000000000000000000000000000000000111000000000000000000000000000000000000000000111110000000000000111100000000000111100000000,0,0,3744106.852444038
12,0,TypeA,55800,000000000000000000000000000000000000000000000000011111111110000000000001111111111000000000000000000000001111111110000000000000011111111100000000000000000000001111111111,0,0,679481.0187300183
13,1,TypeB,41600,000000000000011111111000000000000000000000000000000000000000011111111000000000001111111000000000000000000000000000000111111100000000000001111111100000000000000000000000,0,0,2254740.406578351
14,2,TypeB,41600,000000000000011111111000000000000000000000000000000000000000011111111000000000001111111000000000000000000000000000000111111100000000000001111111100000000000000000000000,0,0,2254740.406578349
15,3,TypeC,23000,000000000000000000000000000000000000011100000000000000111111000000000000000000111000000000000000000000000000000000000000000000000000000000000111100000000000111100000000,0,0,2138450.616719962
16,4,TypeC,23000,000000000000000000000000000000000000011100000000000000111111000000000000000000111000000000000000000000000000000000000000000000000000000000000111100000000000111100000000,0,0,2138450.616719962
17,0,TypeA,47700,000000000000000000000000000000000000011111111100000000000111111110000000000000000000000000000000000000001111111110000000000000111111111100000000000000000000111111111000,1,0,1308859.707629051
18,1,TypeB,39300,000000011111110000000000000000000000000000000000000000111111110000000000000000001111111000000000000000000000000000000111111100000000000000000000000000000000001111111000,0,0,2348930.9730470628
19,2,TypeB,39300,000000011111110000000000000000000000000000000000000000111111110000000000000000001111111000000000000000000000000000000111111100000000000000000000000000000000001111111000,0,0,2348930.973047061
20,3,TypeC,27300,000000000011110000000000000111100000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000111100000000000000111111000,0,0,2846451.7359524937
21,4,TypeC,27300,000000000011110000000000000111100000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000111100000000000000111111000,0,0,2846451.7359524937
22,0,TypeA,47000,000000000000000000000000000000000000011111111100000000000111111110000000000000000000000000000000000000001111111110000000000001111111110000000000000000000000111111111000,0,0,2448363.065326633
23,1,TypeB,38200,000000011111110000000000000111111100000000000000000000111111110000000000000000000000011111111000000000000000000000000111111100000000000000000000000000000000000000000000,0,0,1342393.9013248086
24,2,TypeB,38200,000000011111110000000000000111111100000000000000000000111111110000000000000000000000011111111000000000000000000000000111111100000000000000000000000000000000000000000000,0,0,1342393.9013248067
