col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,3,TypeC,28000,000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000111100000000000111111000000000000000011111100,0,0,1870331.57894737
1,4,TypeC,28000,000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000111100000000000111111000000000000000011111100,0,0,1870331.57894737
2,0,TypeA,48700,000000011111111100000000000000000000011111111110000000000000000000000000000000000000000000000000000000000111111110000000000000000001111111110000000000011111111110000000,0,0,1841131.5789473634
3,1,TypeB,44800,111111110000000000000000000000000000000000000000000000000000000000000000001111111100000000000000000000000111111110000000000000000000000011111111000000000111111110000000,1,0,1368926.315789476
4,2,TypeB,44800,111111110000000000000000000000000000000000000000000000000000000000000000001111111100000000000000000000000111111110000000000000000000000011111111000000000111111110000000,1,0,1368926.315789478
5,3,TypeC,33300,000000011111000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000011110000000000000000001111110000000000001111110000000000000,0,0,0.0
6,4,TypeC,33300,000000011111000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000011110000000000000000001111110000000000001111110000000000000,0,0,0.0
7,0,TypeA,54100,111111111100000000000000000000000000011111111110000000000000000000000000000000001111111110000000000000000000000000000000000000000011111111110000000000011111111110000000,1,0,2146842.1052631624
8,1,TypeB,44500,000000000000000000000000000000111111110000000000000000000000000000000000000000111111110000000000000000111111110000000001111111100000000000000001111111100000000000000000,1,0,1475242.1052631568
9,2,TypeB,44500,000000000000000000000000000000111111110000000000000000000000000000000000000000111111110000000000000000111111110000000001111111100000000000000001111111100000000000000000,1,0,1475242.1052631587
10,3,TypeC,33500,000000000000000000000000000000000000000000000000000000000000111111000000000000000000011110000000000000000000011110000000000000000001111110000000000000000001111110000000,0,0,1014263.1578947492
11,4,TypeC,33500,000000000000000000000000000000000000000000000000000000000000111111000000000000000000011110000000000000000000011110000000000000000001111110000000000000000001111110000000,0,0,1014263.1578947492
12,0,TypeA,50400,000000011111111100000000000000000000011111111110000000000000000000000000001111111100000000000000000000000000000000000000000000111111110000000000000000011111111110000000,0,0,1244157.8947368506
13,1,TypeB,42400,111111110000000000000000000000111111110000000000000000000000000000000000001111111100000000000000000000000111111110000000000000111111110000000000000000000000000000000000,1,0,159205.26315788552
14,2,TypeB,42400,111111110000000000000000000000111111110000000000000000000000000000000000001111111100000000000000000000000111111110000000000000111111110000000000000000000000000000000000,1,0,159205.26315788738
15,3,TypeC,25000,000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000011110000000000111100000000000000111000000000001111110000000,0,0,3069852.6315789497
16,4,TypeC,25000,000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000011110000000000111100000000000000111000000000001111110000000,0,0,3069852.6315789497
17,0,TypeA,48300,000000011111111100000000000000000000011111111110000000000000000000000000000000000000000000000000000000000111111110000000000000111111110000000000000000011111111110000000,0,0,1482205.2631578948
18,1,TypeB,42500,000000000000000000000000000000000000000000000000000000011111110000000000000000111111110000000000000111111100000000000001111111100000000011111111000000000000000000000000,0,0,2101815.789473692
19,2,TypeB,42500,000000000000000000000000000000000000000000000000000000011111110000000000000000111111110000000000000111111100000000000001111111100000000011111111000000000000000000000000,0,0,2101815.789473694
20,3,TypeC,24900,000000000000000000000000000000000000000000000011100000000000000000000000000000000000011110000000000000000000011110000000000000000000011110000000000000000000000011111100,0,0,0.0
21,4,TypeC,24900,000000000000000000000000000000000000000000000011100000000000000000000000000000000000011110000000000000000000011110000000000000000000011110000000000000000000000011111100,0,0,0.0
22,0,TypeA,46100,000000011111111100000000000000000000011111111110000000000001111111100000000000001111111110000000000000000111111110000000000000000000000000000000000000000000000000000000,0,0,2627584.2105263527
23,1,TypeB,31100,000011111100000000000000000000000000000000000000000000000000011111100000000000000000011110000000000111110000000000000001111111100000000000000000000000000000000000000000,0,0,3400489.473684218
24,2,TypeB,31100,000011111100000000000000000000000000000000000000000000000000011111100000000000000000011110000000000111110000000000000001111111100000000000000000000000000000000000000000,0,0,3400489.4736842196
25,3,TypeC,27600,000011111100000000000000000000000000000000000000000000000000011111100000000000000000011110000000000111110000000000000000000000000000000000000000000000000000001110000000,1,0,1702326.3157894854
26,4,TypeC,27600,000011111100000000000000000000000000000000000000000000000000011111100000000000000000011110000000000111110000000000000000000000000000000000000000000000000000001110000000,1,0,1702326.3157894854
27,0,TypeA,46900,000000011111111100000000000000000000000000000000000000011111111000000000000000001111111110000000000000111111110000000000000000000000000111111111000000000000000000000000,0,0,3191131.57894738
28,1,TypeB,37400,000000000000000000000000000000001111110000000000000000011111111000000000001111111100000000000000000111110000000000000000000000000000000011111111000000000000000000000000,0,0,2255584.210526312
29,2,TypeB,37400,000000000000000000000000000000001111110000000000000000011111111000000000001111111100000000000000000111110000000000000000000000000000000011111111000000000000000000000000,0,0,2255584.2105263136
30,3,TypeC,28100,000000000000000000000000000000001111110000000000000000000000000000000000000000111100000000000000000111110000000000000000000000000000000000011111000000000000000011111100,0,0,1112915.7894736808
31,4,TypeC,28100,000000000000000000000000000000001111110000000000000000000000000000000000000000111100000000000000000111110000000000000000000000000000000000011111000000000000000011111100,0,0,1112915.7894736808
32,0,TypeA,49300,000000011111111100000000000000000000000000000000000000000000000000000000000000001111111110000000000000111111111000000000000000111111111000000000000000011111111110000000,0,0,2412752.631578965
33,1,TypeB,41500,000000000000000000000000000000000000000000000000000000011111111000000000001111111100000000000000000111110000000000000001111111100000000011111111000000000000000000000000,0,0,2501305.2631578995
34,2,TypeB,41500,000000000000000000000000000000000000000000000000000000011111111000000000001111111100000000000000000111110000000000000001111111100000000011111111000000000000000000000000,0,0,2501305.2631579014
35,3,TypeC,25500,000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000111110000000000000000000111100000000000011111000000000000000011111100,0,0,1643073.6842105342
36,4,TypeC,25500,000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000111110000000000000000000111100000000000011111000000000000000011111100,0,0,1643073.6842105342
37,0,TypeA,43600,000000000000000000000000000000000000000000000000000000011111111000000000000000111111110000000000000000000111111110000000000000111111110000000000000001111111100000000000,0,0,3655736.842105277
38,1,TypeB,41400,000000000000000000000000000000111111110000000000000000011111111000000000000000111111110000000000000111111100000000000000000000000000000000000000000001111111100000000000,0,0,142168.42105263285
39,2,TypeB,41400,000000000000000000000000000000111111110000000000000000011111111000000000000000111111110000000000000111111100000000000000000000000000000000000000000001111111100000000000,0,0,142168.42105263472
40,3,TypeC,19900,000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000111110000000000000011100000000001110000000000000001110000000000000000,0,0,3383126.315789476
41,4,TypeC,19900,000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000111110000000000000011100000000001110000000000000001110000000000000000,0,0,3383126.315789476
42,0,TypeA,47800,111111111100000000000000000000000000000000000000000000000000000000000000000000000111111110000000000000000111111110000000000000111111110000000000000001111111110000000000,0,0,3814842.1052631717
43,1,TypeB,33800,000000000000000000000000111111100000000000000000000000011111111000000000000000000001111110000000000000000111110000000000000000000001111110000000000000000000000000000000,0,0,1115305.263157892
44,2,TypeB,33800,000000000000000000000000111111100000000000000000000000011111111000000000000000000001111110000000000000000111110000000000000000000001111110000000000000000000000000000000,0,0,1115305.263157894
45,3,TypeC,32200,000011111100000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000111110000000000000000000001111110000000000001111110000000000000,1,0,322599.99999999255
46,4,TypeC,32200,000011111100000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000111110000000000000000000001111110000000000001111110000000000000,1,0,322599.99999999255
47,0,TypeA,45400,000000011111111100000000000000000000000000000000000000011111111000000000000000001111111110000000000000000111111110000000000000000000011111111100000000000000000000000000,0,0,2189631.57894738
48,1,TypeB,41100,000000000000000000000000000000111111110000000000000000011111111000000000000000111111110000000000000111111100000000000001111111100000000000000000000000000000000000000000,0,0,459242.1052631568
49,2,TypeB,41100,000000000000000000000000000000111111110000000000000000011111111000000000000000111111110000000000000111111100000000000001111111100000000000000000000000000000000000000000,0,0,459242.1052631587
50,3,TypeC,35300,000000000000000000000000000000001111110000000000000000000000011111100000000000000001111110000000000111110000000000000000000000000001111110000000000000000000000000000000,1,0,0.0
51,4,TypeC,35300,000000000000000000000000000000001111110000000000000000000000011111100000000000000001111110000000000111110000000000000000000000000001111110000000000000000000000000000000,1,0,0.0
52,0,TypeA,48000,000000011111111100000000000000000000000000000000000000000001111111100000000000001111111110000000000000000000000000000000000000111111111100000000000001111111110000000000,0,0,2098552.6315789744
53,1,TypeB,34400,000000000000000111111110000000000000000000000000000000000001111111100000000000000000011110000000000000000000011110000000000000000000000000000001111111100000000000000000,0,0,3382626.3157894975
54,2,TypeB,34400,000000000000000111111110000000000000000000000000000000000001111111100000000000000000011110000000000000000000011110000000000000000000000000000001111111100000000000000000,0,0,3382626.3157894993
55,3,TypeC,29900,000011111100000000000000000000000000000000000000000000000000000000000000000000000000011110000000000111100000000000000000000000000001111110000000000001111110000000000000,1,0,432378.94736841694
56,4,TypeC,29900,000011111100000000000000000000000000000000000000000000000000000000000000000000000000011110000000000111100000000000000000000000000001111110000000000001111110000000000000,1,0,432378.94736841694
57,0,TypeA,48400,000000011111111100000000000000000000000000000000000000000001111111100000000000001111111110000000000000000000000000000000000000111111111100000000000000011111111110000000,0,0,1381026.315789502
58,1,TypeB,38300,000000000000000000000000000000000000000000000000000000000001111111100000000000111111110000000000000000111111110000000000000000000000000000011111000000000000000011111100,0,0,2864131.578947395
59,2,TypeB,38300,000000000000000000000000000000000000000000000000000000000001111111100000000000111111110000000000000000111111110000000000000000000000000000011111000000000000000011111100,0,0,2864131.578947397
60,3,TypeC,19600,000000000000000000000000000000000000000000000000000000000000000000000000000000111100000000000000000111100000000000000001110000000000000000011111000000000000000011100000,0,0,3346036.8421052676
61,4,TypeC,19600,000000000000000000000000000000000000000000000000000000000000000000000000000000111100000000000000000111100000000000000001110000000000000000011111000000000000000011100000,0,0,3346036.8421052676
62,0,TypeA,48200,000000011111111100000000000000000000011111111110000000000001111111100000000000111111111000000000000000000000000000000000000000000000000011111111000000000000000000000000,0,0,2888968.4210526627
63,1,TypeB,41400,111111110000000000000000111111100000000000000000000000000001111111100000000000111111110000000000000000000000000000000000000000000000000011111111000000000000000000000000,0,0,1268821.0526315998
64,2,TypeB,41400,111111110000000000000000111111100000000000000000000000000001111111100000000000111111110000000000000000000000000000000000000000000000000011111111000000000000000000000000,0,0,1268821.0526316017
65,3,TypeC,29500,111000000000000000000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000011110000000000000000001111110000000000000000000000011111100,0,0,1010899.9999999981
