col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected,reduced_cost
0,0,TypeA,54200,000011111111110000000000000000000000000000000001111111100000000000000000000000000000111111111100000000000000011111111100000000000000000000000000000000000000001111111111,0,0,1101389.2678512037
1,1,TypeB,43500,000000000000000000000000000000000000000000000001111111100000000011111111000000000000000000000000000111111110000000000000000000000000000000001111111100000000000001111111,1,0,367004.05849570036
2,2,TypeB,43500,000000000000000000000000000000000000000000000001111111100000000011111111000000000000000000000000000111111110000000000000000000000000000000001111111100000000000001111111,1,0,367004.05849570036
3,3,TypeC,29700,000000000000011111100000000000001111110000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000111111000000000001111,0,0,161053.8179393001
4,4,TypeC,29700,000000000000011111100000000000001111110000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000111111000000000001111,0,0,161053.81793929357
5,0,TypeA,54700,000011111111110000000000000000000000000000000000011111111100000000000000000000000000000000000000000111111110000000000000001111111111000000000000000000111111111000000000,0,0,1008950.1214690674
6,1,TypeB,41400,000000000000111111100000000000000000011111111000000000111111110000000000000000000000000000000000000000000011111111000000000000011111111000000000000000000000000000000000,0,0,1520628.1046063025
7,2,TypeB,41400,000000000000111111100000000000000000011111111000000000111111110000000000000000000000000000000000000000000011111111000000000000011111111000000000000000000000000000000000,0,0,1520628.1046063025
8,3,TypeC,31000,000000000000011111100000000000000000011100000000000000000000000000000000000000000000000000000000000000000000011111000000000000011111000000000000000000000111111000000000,1,0,1293345.2769971043
9,4,TypeC,31000,000000000000011111100000000000000000011100000000000000000000000000000000000000000000000000000000000000000000011111000000000000011111000000000000000000000111111000000000,1,0,1293345.2769970978
10,0,TypeA,49400,000011111111110000000000000000000000011111111000000000000000000011111111000000000000000000000000000000000000011111111100000000000000000000000000000000111111111000000000,0,0,2376111.4704901855
11,1,TypeB,42400,000000000000000000000111111110000000000000000001111111100000000011111111000000000000000000000000000000000011111111000000000000000000000000001111111100000000000000000000,0,0,1235271.8382318337
12,2,TypeB,42400,000000000000000000000111111110000000000000000001111111100000000011111111000000000000000000000000000000000011111111000000000000000000000000001111111100000000000000000000,0,0,1235271.8382318337
13,3,TypeC,33100,000000000000000000000001111110000000000000000000000000000000000011111000000000000000000000000000000000000000011111000000000000000001111110000000000000000111111000000000,1,0,1742540.1562425857
14,4,TypeC,33100,000000000000000000000001111110000000000000000000000000000000000011111000000000000000000000000000000000000000011111000000000000000001111110000000000000000111111000000000,1,0,1742540.1562425792
15,0,TypeA,50500,000011111111110000000000000000000000000000000000000000111111111000000000000000000000000000000000000000011111111110000000000000011111111000000000000000111111111000000000,0,0,1359874.2104511168
16,1,TypeB,41300,000000000000000000000111111110000000000000000001111111100000000000000000000000000000000000000000000111111110000000000111111100000000001111111000000000000000000000000000,0,0,1767170.9474586844
17,2,TypeB,41300,000000000000000000000111111110000000000000000001111111100000000000000000000000000000000000000000000111111110000000000111111100000000001111111000000000000000000000000000,0,0,1767170.9474586844
