==========================================================
 ANALYSIS REPORT: Week 6
==========================================================

0. Solver Configuration
-----------------------
  max_iter             : 1000
  time_limit           : 3600.0
  tol                  : 1e-08
  patience             : 15
  mip_rc_threshold     : 10000000000.0
  mip_gap              : 0.0001

1. Performance Metrics
----------------------
  Objective Value : 3,186,000.00
  RMP Relaxed Value (Root): 1,523,500.00
  Integrality Gap       : 109.1237 %
  MIP Best Bound (Final)  : 3,186,000.00
  Final MIP Gap           : 0.0000 %
  Execution Time  : 210.0631 sec
  Iterations      : 253
  RMP Time  : 119.5902 s
  MIP Time  : 13.6402 s
  Pool Search Time: 29.1169 s
  Graph Search Time: 47.4210 s
  MIP Decision Variables: 1462 (Columns used in Final MIP)
  MIP Filtered Columns  : 0 (Removed before MIP)

2. Column Generation & Pool Statistics
--------------------------------------
  Total Columns Generated (History) : 5620
  Pool Hits (Reused from History)   : 445
  Graph Gen (Newly Created)         : 1007
  Pool Hit Rate                     : 30.6%

3. Shift Pattern Diversity (Unique Patterns)
------------------------------------------
  Type: TypeA  | Unique Patterns: 1019 / Total Gen: 1019
       -> Avg Length of Unique Patterns: 47.7 hours
  Type: TypeB  | Unique Patterns: 1146 / Total Gen: 2292
       -> Avg Length of Unique Patterns: 35.7 hours
  Type: TypeC  | Unique Patterns: 1152 / Total Gen: 2304
       -> Avg Length of Unique Patterns: 24.7 hours

4. Final Schedule Assignment Breakdown
--------------------------------------
  Emp 0  (TypeA): 50 hours worked
  Emp 1  (TypeB): 37 hours worked
  Emp 2  (TypeB): 37 hours worked
  Emp 3  (TypeC): 24 hours worked
  Emp 4  (TypeC): 23 hours worked

5. Iteration History (Convergence Log)
--------------------------------------
Iter  | RMP Obj Value   | Pool Hits  | Graph Gen 
--------------------------------------------------
1     | 108,016,000.00  | 10         | 0         
2     | 77,060,300.00   | 10         | 0         
3     | 45,643,300.00   | 10         | 0         
4     | 22,203,050.00   | 10         | 0         
5     | 18,199,625.00   | 10         | 0         
6     | 15,197,000.00   | 10         | 0         
7     | 13,418,944.44   | 10         | 0         
8     | 12,819,280.03   | 10         | 0         
9     | 12,154,733.35   | 10         | 0         
10    | 11,418,875.78   | 10         | 0         
11    | 10,657,680.65   | 10         | 0         
12    | 10,011,112.92   | 10         | 0         
13    | 9,727,346.19    | 10         | 0         
14    | 9,603,107.67    | 10         | 0         
15    | 9,414,584.52    | 10         | 0         
16    | 9,317,106.56    | 10         | 0         
17    | 9,275,193.29    | 10         | 0         
18    | 9,217,986.09    | 10         | 0         
19    | 9,188,595.51    | 10         | 0         
20    | 9,147,358.89    | 6          | 0         
21    | 9,144,608.11    | 8          | 0         
22    | 9,143,496.26    | 10         | 0         
23    | 9,143,319.40    | 1          | 5         
24    | 7,288,414.65    | 10         | 0         
25    | 7,101,429.51    | 10         | 0         
26    | 6,993,714.92    | 10         | 0         
27    | 6,858,900.33    | 10         | 0         
28    | 6,798,436.23    | 10         | 0         
29    | 6,784,117.96    | 4          | 5         
30    | 6,367,747.08    | 10         | 0         
31    | 6,334,669.17    | 0          | 5         
32    | 5,948,488.59    | 10         | 0         
33    | 5,894,276.27    | 8          | 0         
34    | 5,877,125.59    | 2          | 5         
35    | 5,600,003.69    | 10         | 0         
36    | 5,585,692.02    | 0          | 5         
37    | 5,166,045.58    | 8          | 0         
38    | 5,146,339.66    | 4          | 5         
39    | 4,403,066.76    | 10         | 0         
40    | 4,361,563.92    | 10         | 0         
41    | 4,346,773.20    | 2          | 5         
42    | 4,036,547.48    | 10         | 0         
43    | 4,009,842.47    | 4          | 5         
44    | 3,758,716.61    | 6          | 0         
45    | 3,747,469.20    | 0          | 5         
46    | 3,485,436.99    | 10         | 0         
47    | 3,477,232.05    | 2          | 5         
48    | 3,299,915.21    | 4          | 5         
49    | 3,225,329.41    | 10         | 0         
50    | 3,222,160.04    | 0          | 5         
51    | 3,126,856.69    | 2          | 5         
52    | 3,013,809.42    | 2          | 5         
53    | 2,880,428.01    | 10         | 0         
54    | 2,875,943.20    | 0          | 5         
55    | 2,730,145.84    | 8          | 0         
56    | 2,726,673.55    | 0          | 5         
57    | 2,665,232.21    | 2          | 5         
58    | 2,640,715.35    | 0          | 5         
59    | 2,566,993.57    | 6          | 0         
60    | 2,564,818.65    | 0          | 5         
61    | 2,485,560.87    | 4          | 5         
62    | 2,411,562.28    | 2          | 5         
63    | 2,409,384.64    | 0          | 5         
64    | 2,367,881.91    | 0          | 5         
65    | 2,345,187.12    | 6          | 0         
66    | 2,345,051.90    | 0          | 5         
67    | 2,296,948.15    | 2          | 5         
68    | 2,293,088.77    | 0          | 5         
69    | 2,279,228.66    | 0          | 5         
70    | 2,247,239.79    | 4          | 5         
71    | 2,200,231.82    | 0          | 5         
72    | 2,172,961.28    | 0          | 5         
73    | 2,170,405.55    | 0          | 5         
74    | 2,162,950.77    | 0          | 5         
75    | 2,155,580.84    | 6          | 0         
76    | 2,154,740.94    | 0          | 5         
77    | 2,121,984.99    | 0          | 5         
78    | 2,100,350.10    | 0          | 5         
79    | 2,059,390.64    | 0          | 5         
80    | 2,026,897.65    | 0          | 5         
81    | 2,009,511.20    | 0          | 5         
82    | 1,979,857.81    | 0          | 5         
83    | 1,953,439.26    | 0          | 5         
84    | 1,905,364.19    | 0          | 5         
85    | 1,899,431.73    | 0          | 5         
86    | 1,891,703.07    | 0          | 5         
87    | 1,866,555.40    | 0          | 5         
88    | 1,839,068.98    | 2          | 5         
89    | 1,804,720.47    | 0          | 5         
90    | 1,791,056.62    | 0          | 5         
91    | 1,786,891.07    | 0          | 5         
92    | 1,774,412.79    | 0          | 5         
93    | 1,753,816.85    | 0          | 5         
94    | 1,734,051.82    | 0          | 5         
95    | 1,721,886.64    | 0          | 5         
96    | 1,717,385.93    | 0          | 5         
97    | 1,708,873.98    | 0          | 5         
98    | 1,700,826.19    | 0          | 5         
99    | 1,698,518.36    | 0          | 5         
100   | 1,698,514.42    | 0          | 5         
101   | 1,694,306.69    | 0          | 5         
102   | 1,685,391.53    | 0          | 5         
103   | 1,676,286.92    | 0          | 5         
104   | 1,664,464.87    | 0          | 5         
105   | 1,660,585.23    | 0          | 5         
106   | 1,659,136.13    | 0          | 5         
107   | 1,655,354.43    | 0          | 5         
108   | 1,654,882.72    | 0          | 5         
109   | 1,653,417.78    | 0          | 5         
110   | 1,651,470.96    | 0          | 5         
111   | 1,651,104.60    | 0          | 5         
112   | 1,647,117.03    | 0          | 5         
113   | 1,644,560.44    | 0          | 5         
114   | 1,644,560.44    | 0          | 5         
115   | 1,643,533.30    | 0          | 5         
116   | 1,641,614.05    | 0          | 5         
117   | 1,639,907.12    | 0          | 5         
118   | 1,634,095.44    | 0          | 5         
119   | 1,634,095.44    | 0          | 5         
120   | 1,631,580.98    | 0          | 5         
121   | 1,626,330.90    | 0          | 5         
122   | 1,624,500.35    | 0          | 5         
123   | 1,617,788.35    | 0          | 5         
124   | 1,616,372.63    | 0          | 5         
125   | 1,616,372.63    | 0          | 5         
126   | 1,613,351.68    | 0          | 5         
127   | 1,613,031.92    | 0          | 5         
128   | 1,610,863.55    | 0          | 5         
129   | 1,605,119.61    | 0          | 5         
130   | 1,600,590.14    | 0          | 5         
131   | 1,588,120.13    | 0          | 5         
132   | 1,582,056.68    | 0          | 5         
133   | 1,575,289.77    | 0          | 5         
134   | 1,574,034.79    | 0          | 5         
135   | 1,572,815.37    | 0          | 5         
136   | 1,566,035.32    | 0          | 5         
137   | 1,563,955.12    | 0          | 5         
138   | 1,562,389.89    | 0          | 5         
139   | 1,562,221.31    | 0          | 5         
140   | 1,560,655.44    | 0          | 5         
141   | 1,559,493.17    | 0          | 5         
142   | 1,559,493.17    | 0          | 5         
143   | 1,557,619.64    | 0          | 5         
144   | 1,555,955.98    | 0          | 5         
145   | 1,555,353.90    | 0          | 5         
146   | 1,555,353.90    | 0          | 5         
147   | 1,550,655.38    | 0          | 5         
148   | 1,550,177.58    | 0          | 5         
149   | 1,548,822.72    | 0          | 5         
150   | 1,545,836.16    | 0          | 5         
151   | 1,545,836.16    | 0          | 5         
152   | 1,539,283.71    | 0          | 5         
153   | 1,538,804.31    | 0          | 5         
154   | 1,537,398.44    | 0          | 5         
155   | 1,536,686.60    | 0          | 5         
156   | 1,536,686.60    | 0          | 5         
157   | 1,536,203.05    | 0          | 5         
158   | 1,536,203.05    | 0          | 5         
159   | 1,536,203.05    | 0          | 5         
160   | 1,536,072.47    | 0          | 5         
161   | 1,535,816.91    | 0          | 5         
162   | 1,535,816.91    | 0          | 5         
163   | 1,535,816.91    | 0          | 5         
164   | 1,535,816.91    | 0          | 5         
165   | 1,534,287.72    | 0          | 5         
166   | 1,534,287.72    | 0          | 5         
167   | 1,534,262.86    | 0          | 5         
168   | 1,533,869.13    | 0          | 5         
169   | 1,533,495.53    | 0          | 5         
170   | 1,531,433.14    | 0          | 5         
171   | 1,530,565.17    | 0          | 5         
172   | 1,530,565.17    | 0          | 5         
173   | 1,530,413.58    | 0          | 5         
174   | 1,528,041.89    | 0          | 5         
175   | 1,528,041.89    | 0          | 5         
176   | 1,528,041.89    | 0          | 5         
177   | 1,526,975.00    | 0          | 5         
178   | 1,526,975.00    | 0          | 5         
179   | 1,526,575.75    | 0          | 5         
180   | 1,525,742.66    | 0          | 5         
181   | 1,525,103.96    | 0          | 5         
182   | 1,525,103.96    | 0          | 5         
183   | 1,525,103.96    | 0          | 5         
184   | 1,525,103.96    | 0          | 5         
185   | 1,525,103.96    | 0          | 5         
186   | 1,525,103.96    | 0          | 5         
187   | 1,525,103.96    | 0          | 5         
188   | 1,525,080.16    | 0          | 5         
189   | 1,525,080.16    | 0          | 5         
190   | 1,525,042.06    | 0          | 4         
191   | 1,525,042.06    | 0          | 5         
192   | 1,525,042.06    | 0          | 5         
193   | 1,525,042.06    | 0          | 4         
194   | 1,525,042.06    | 0          | 5         
195   | 1,525,042.06    | 0          | 4         
196   | 1,525,042.06    | 0          | 5         
197   | 1,525,042.06    | 0          | 5         
198   | 1,525,042.06    | 0          | 4         
199   | 1,525,042.06    | 0          | 5         
200   | 1,525,042.06    | 0          | 4         
201   | 1,525,042.06    | 0          | 4         
202   | 1,525,042.06    | 0          | 4         
203   | 1,525,042.06    | 0          | 5         
204   | 1,525,042.06    | 0          | 4         
205   | 1,524,591.66    | 0          | 5         
206   | 1,524,366.66    | 0          | 5         
207   | 1,524,366.66    | 0          | 5         
208   | 1,524,366.66    | 0          | 4         
209   | 1,524,366.66    | 0          | 4         
210   | 1,524,282.45    | 0          | 4         
211   | 1,524,282.45    | 0          | 4         
212   | 1,524,282.45    | 0          | 4         
213   | 1,524,282.45    | 0          | 5         
214   | 1,524,282.45    | 0          | 4         
215   | 1,524,282.45    | 0          | 5         
216   | 1,523,887.18    | 0          | 5         
217   | 1,523,887.18    | 0          | 5         
218   | 1,523,870.51    | 0          | 5         
219   | 1,523,833.33    | 0          | 5         
220   | 1,523,833.33    | 0          | 4         
221   | 1,523,807.69    | 0          | 5         
222   | 1,523,735.85    | 0          | 4         
223   | 1,523,727.04    | 0          | 4         
224   | 1,523,727.04    | 0          | 4         
225   | 1,523,727.04    | 0          | 4         
226   | 1,523,727.04    | 0          | 5         
227   | 1,523,727.04    | 0          | 5         
228   | 1,523,727.04    | 0          | 5         
229   | 1,523,722.22    | 0          | 5         
230   | 1,523,722.22    | 0          | 5         
231   | 1,523,722.22    | 0          | 4         
232   | 1,523,722.22    | 0          | 4         
233   | 1,523,700.00    | 0          | 2         
234   | 1,523,700.00    | 0          | 5         
235   | 1,523,700.00    | 0          | 5         
236   | 1,523,647.62    | 0          | 5         
237   | 1,523,647.62    | 0          | 4         
238   | 1,523,647.62    | 0          | 5         
239   | 1,523,605.71    | 0          | 5         
240   | 1,523,605.71    | 0          | 5         
241   | 1,523,605.71    | 0          | 4         
242   | 1,523,605.71    | 0          | 5         
243   | 1,523,605.71    | 0          | 5         
244   | 1,523,581.90    | 0          | 5         
245   | 1,523,561.90    | 0          | 4         
246   | 1,523,561.90    | 0          | 4         
247   | 1,523,561.90    | 0          | 5         
248   | 1,523,561.90    | 0          | 4         
249   | 1,523,500.00    | 0          | 5         
250   | 1,523,500.00    | 0          | 1         
251   | 1,523,500.00    | 0          | 3         
252   | 1,523,500.00    | 0          | 2         
253   | 1,523,500.00    | 0          | 0         
