Week,Time_exact,exact_FirstSolTime,exact_BestSolTime,Time_std,std_FirstSolTime,std_BestSolTime,std_RMP,std_MIP,std_Pool,std_Graph,Time_acc,acc_FirstSolTime,acc_BestSolTime,acc_RMP,acc_MIP,acc_Pool,acc_Graph,Time_pruning,pruning_FirstSolTime,pruning_BestSolTime,pruning_RMP,pruning_MIP,pruning_Pool,pruning_Graph
1,99.99333190917969,81.71,97.57,71.86631202697754,61.318141012191774,63.74814101219177,30.266222170786932,11.576629500137642,4.291720688343048e-05,29.945990585023537,73.06976199150085,62.433523931503295,64.85352393150329,30.632543456042185,11.674944582860917,0.08568996004760265,30.602351909969002,73.30724811553955,62.72415784835815,65.15415784835815,30.410415751626715,11.621876707999036,0.0854082084260881,31.11292766709812
2,180.99677276611328,31.85,178.56,138.94842910766602,124.95891927719116,133.90891927719116,73.04544475092553,16.72797608282417,7.170392200350761e-05,49.037020904477686,171.96151494979858,157.42147914886473,170.61147914886476,103.43864749907516,15.958254416007549,3.8751919504720718,48.47872524592094,172.15936589241028,157.58814279556273,170.80814279556273,104.1733791239094,15.98946745810099,3.876247532432899,47.91547582950443
3,25.510676860809326,22.78,22.87,97.40324807167053,89.28694712638855,90.32694712638855,46.90179325430654,10.234954416984692,6.170803681015968e-05,40.16323936940171,213.2578251361847,202.24015407562257,202.24015407562257,130.71493116300553,14.065810165833682,13.067857583751902,55.140845467103645,213.68403029441833,202.5225103378296,202.5225103378296,129.91346595599316,14.20962845813483,13.003593249013647,56.288846334442496
4,12.850658893585205,10.31,10.31,169.29892992973328,156.63607098579408,156.63607098579408,94.61812404799275,13.431376666063443,9.21695027500391e-05,61.066367532126606,218.05468821525574,214.52348388671874,214.52348388671874,134.75142415659502,4.919295290950686,23.42933728522621,54.62468642508611,173.6417999267578,171.5735601234436,171.8635601234436,110.1086166575551,2.6964995830785483,6.642333748983219,53.935155253857374
5,13.020267963409424,10.48,10.48,71.12329912185669,65.73132597923279,65.73132597923279,31.842807043809444,6.010830332990736,7.616681978106499e-05,33.18792783445679,124.12233686447144,122.53474584579467,122.53474584579467,65.21428937255405,2.245930999983102,20.7033857870847,35.76391345378943,126.35915279388428,124.18369976997376,124.18369976997376,73.9626507111825,3.343665875028819,5.11474440456368,43.74612779938616
6,96.04342293739319,52.3,93.54,67.49590110778809,61.46888697624207,62.378886976242065,28.48170545673929,6.905827792128548,5.466584116220474e-05,32.03426399058662,172.52158999443054,162.50360592842102,164.703605928421,89.7774161209818,12.356044583022594,29.263960792450234,40.88201520056464,204.40699100494385,188.3762398338318,189.2462398338318,119.54430071869865,18.0887719579041,13.644072246970609,52.8689474160783
7,485.0352919101715,31.05,164.08,101.66391921043396,96.51329421043395,98.86329421043396,50.811159789329395,6.63929554191418,6.620469503104687e-05,44.08735021133907,151.39037609100342,148.91453107833863,148.91453107833863,73.8837174535729,5.5639808748383075,32.16852512117475,39.54476011288352,98.82594203948975,94.27787314414978,94.27787314414978,53.471673257183284,6.1564074591733515,4.196104413596913,34.84246371872723
8,36.57543396949768,27.78,33.58,93.97782611846924,89.55955302238465,89.55955302238465,45.940064581809565,6.537018249975517,6.720377132296562e-05,41.387243578908965,165.19678592681885,158.8258558368683,158.8258558368683,79.19836995773949,8.978512957924977,37.83361216937192,38.942906339187175,160.41838383674622,150.58370902061463,157.74370902061463,90.65526545443572,11.602832792093977,10.471107112942263,47.46531028836034
9,46.581878900527954,42.97,42.97,85.90522193908691,82.86258301734924,82.86258301734924,41.6301119227428,4.141455458011478,6.524589844048023e-05,40.03214423847385,213.68075489997864,204.0775880908966,206.6975880908966,103.22606803453527,10.861080083996058,51.197127995081246,48.096011912450194,77.10442423820496,74.1918793296814,74.1918793296814,38.67073745862581,3.4710404579527676,3.466912498464808,31.367285047192127
10,105.44573092460632,62.3,102.82,158.82334899902344,156.6589898967743,156.6589898967743,98.05211650487036,3.402879707980901,0.00011329888366162777,57.17395532201044,150.6717357635498,149.44320498466493,149.44320498466493,72.57127411779948,1.8366538330446929,44.852894300362095,31.17512234696187,128.22159004211426,126.61399494171143,126.61399494171143,76.07215267326683,2.216010042000562,8.590656589716673,41.14106246526353
11,39.50967192649841,23.48,36.8,107.12932300567627,89.41388116836548,89.41388116836548,46.02704366669059,19.07399974996224,9.08335205167532e-05,41.9140438248869,214.51723384857178,202.7998038959503,203.05980389595032,100.67755333264358,13.885253083193675,58.43992525502108,41.21815373911522,141.15323686599731,132.81166518211364,138.84166518211364,82.20805688179098,9.219742042012513,5.110935505246744,44.410464531509206
12,160.9110038280487,80.84,158.23,81.74317693710327,77.1829458141327,77.1829458141327,39.29392166156322,5.648966124979779,6.43385574221611e-05,36.6985506284982,107.06325006484985,96.21535312652588,97.98535312652588,39.437849291367456,11.466034666867927,36.112933999625966,19.887348578777164,111.89879393577576,108.52796899795533,108.52796899795533,63.66653829673305,4.7391320411115885,8.664122957270592,34.65658837300725
